camp,site,taxon,count
BC,BC3_SS4,Copris laeviceps,0
BC,BC3_SS4,Copris lugubris,0
BC,BC3_SS4,Copris nubilosus,32
BC,BC3_SS4,Copris sp.nov.,0
BC,BC3_SS4,Dichotomius annae,0
BC,BC3_SS4,Dichotomius satanas,11
BC,BC3_SS4,Eurysternus foedus,0
BC,BC3_SS4,Eurysternus magnus,0
BC,BC3_SS4,Eurysternus mexicanus,0
BC,BC3_SS4,Eurysternus obliteratus,0
BC,BC3_SS4,Onthophagus aff. anthracinus,0
BC,BC3_SS4,Onthophagus aff. belhorinus,0
BC,BC3_SS4,Onthophagus breviconus,0
BC,BC3_SS4,Onthophagus cyanellus,11
BC,BC3_SS4,Onthophagus longimanus,0
BC,BC3_SS4,Onthophagus petenensis,0
BC,BC3_SS4,Onthophagus rhinolophus,0
BC,BC3_SS4,Onthophagus sp.nov. aff. subcancer,0
BC,BC3_SS4,Phanaeus endymion,0
BC,BC3_SS5,Copris laeviceps,0
BC,BC3_SS5,Copris lugubris,0
BC,BC3_SS5,Copris nubilosus,21
BC,BC3_SS5,Copris sp.nov.,0
BC,BC3_SS5,Dichotomius annae,0
BC,BC3_SS5,Dichotomius satanas,20
BC,BC3_SS5,Eurysternus foedus,0
BC,BC3_SS5,Eurysternus magnus,2
BC,BC3_SS5,Eurysternus mexicanus,0
BC,BC3_SS5,Eurysternus obliteratus,0
BC,BC3_SS5,Onthophagus aff. anthracinus,0
BC,BC3_SS5,Onthophagus aff. belhorinus,0
BC,BC3_SS5,Onthophagus breviconus,0
BC,BC3_SS5,Onthophagus cyanellus,5
BC,BC3_SS5,Onthophagus longimanus,0
BC,BC3_SS5,Onthophagus petenensis,0
BC,BC3_SS5,Onthophagus rhinolophus,0
BC,BC3_SS5,Onthophagus sp.nov. aff. subcancer,0
BC,BC3_SS5,Phanaeus endymion,0
BC,BC3_SS6,Copris laeviceps,0
BC,BC3_SS6,Copris lugubris,0
BC,BC3_SS6,Copris nubilosus,10
BC,BC3_SS6,Copris sp.nov.,0
BC,BC3_SS6,Dichotomius annae,0
BC,BC3_SS6,Dichotomius satanas,17
BC,BC3_SS6,Eurysternus foedus,0
BC,BC3_SS6,Eurysternus magnus,7
BC,BC3_SS6,Eurysternus mexicanus,0
BC,BC3_SS6,Eurysternus obliteratus,0
BC,BC3_SS6,Onthophagus aff. anthracinus,0
BC,BC3_SS6,Onthophagus aff. belhorinus,0
BC,BC3_SS6,Onthophagus breviconus,0
BC,BC3_SS6,Onthophagus cyanellus,1
BC,BC3_SS6,Onthophagus longimanus,0
BC,BC3_SS6,Onthophagus petenensis,0
BC,BC3_SS6,Onthophagus rhinolophus,0
BC,BC3_SS6,Onthophagus sp.nov. aff. subcancer,0
BC,BC3_SS6,Phanaeus endymion,0
BC,BC3_SS7,Copris laeviceps,0
BC,BC3_SS7,Copris lugubris,0
BC,BC3_SS7,Copris nubilosus,7
BC,BC3_SS7,Copris sp.nov.,0
BC,BC3_SS7,Dichotomius annae,1
BC,BC3_SS7,Dichotomius satanas,37
BC,BC3_SS7,Eurysternus foedus,0
BC,BC3_SS7,Eurysternus magnus,10
BC,BC3_SS7,Eurysternus mexicanus,0
BC,BC3_SS7,Eurysternus obliteratus,0
BC,BC3_SS7,Onthophagus aff. anthracinus,0
BC,BC3_SS7,Onthophagus aff. belhorinus,0
BC,BC3_SS7,Onthophagus breviconus,1
BC,BC3_SS7,Onthophagus cyanellus,2
BC,BC3_SS7,Onthophagus longimanus,1
BC,BC3_SS7,Onthophagus petenensis,0
BC,BC3_SS7,Onthophagus rhinolophus,0
BC,BC3_SS7,Onthophagus sp.nov. aff. subcancer,0
BC,BC3_SS7,Phanaeus endymion,0
BC,BC4_SS1,Copris laeviceps,0
BC,BC4_SS1,Copris lugubris,0
BC,BC4_SS1,Copris nubilosus,39
BC,BC4_SS1,Copris sp.nov.,0
BC,BC4_SS1,Dichotomius annae,0
BC,BC4_SS1,Dichotomius satanas,5
BC,BC4_SS1,Eurysternus foedus,0
BC,BC4_SS1,Eurysternus magnus,1
BC,BC4_SS1,Eurysternus mexicanus,0
BC,BC4_SS1,Eurysternus obliteratus,0
BC,BC4_SS1,Onthophagus aff. anthracinus,0
BC,BC4_SS1,Onthophagus aff. belhorinus,0
BC,BC4_SS1,Onthophagus breviconus,0
BC,BC4_SS1,Onthophagus cyanellus,7
BC,BC4_SS1,Onthophagus longimanus,0
BC,BC4_SS1,Onthophagus petenensis,0
BC,BC4_SS1,Onthophagus rhinolophus,0
BC,BC4_SS1,Onthophagus sp.nov. aff. subcancer,0
BC,BC4_SS1,Phanaeus endymion,0
BC,BC4_SS2,Copris laeviceps,0
BC,BC4_SS2,Copris lugubris,0
BC,BC4_SS2,Copris nubilosus,22
BC,BC4_SS2,Copris sp.nov.,0
BC,BC4_SS2,Dichotomius annae,0
BC,BC4_SS2,Dichotomius satanas,0
BC,BC4_SS2,Eurysternus foedus,0
BC,BC4_SS2,Eurysternus magnus,1
BC,BC4_SS2,Eurysternus mexicanus,0
BC,BC4_SS2,Eurysternus obliteratus,0
BC,BC4_SS2,Onthophagus aff. anthracinus,0
BC,BC4_SS2,Onthophagus aff. belhorinus,0
BC,BC4_SS2,Onthophagus breviconus,0
BC,BC4_SS2,Onthophagus cyanellus,7
BC,BC4_SS2,Onthophagus longimanus,0
BC,BC4_SS2,Onthophagus petenensis,0
BC,BC4_SS2,Onthophagus rhinolophus,0
BC,BC4_SS2,Onthophagus sp.nov. aff. subcancer,0
BC,BC4_SS2,Phanaeus endymion,0
BC,BC4_SS3,Copris laeviceps,0
BC,BC4_SS3,Copris lugubris,0
BC,BC4_SS3,Copris nubilosus,28
BC,BC4_SS3,Copris sp.nov.,0
BC,BC4_SS3,Dichotomius annae,0
BC,BC4_SS3,Dichotomius satanas,0
BC,BC4_SS3,Eurysternus foedus,0
BC,BC4_SS3,Eurysternus magnus,0
BC,BC4_SS3,Eurysternus mexicanus,0
BC,BC4_SS3,Eurysternus obliteratus,0
BC,BC4_SS3,Onthophagus aff. anthracinus,0
BC,BC4_SS3,Onthophagus aff. belhorinus,0
BC,BC4_SS3,Onthophagus breviconus,0
BC,BC4_SS3,Onthophagus cyanellus,4
BC,BC4_SS3,Onthophagus longimanus,0
BC,BC4_SS3,Onthophagus petenensis,0
BC,BC4_SS3,Onthophagus rhinolophus,0
BC,BC4_SS3,Onthophagus sp.nov. aff. subcancer,0
BC,BC4_SS3,Phanaeus endymion,0
BC,BC4_SS4,Copris laeviceps,0
BC,BC4_SS4,Copris lugubris,0
BC,BC4_SS4,Copris nubilosus,47
BC,BC4_SS4,Copris sp.nov.,0
BC,BC4_SS4,Dichotomius annae,0
BC,BC4_SS4,Dichotomius satanas,0
BC,BC4_SS4,Eurysternus foedus,0
BC,BC4_SS4,Eurysternus magnus,0
BC,BC4_SS4,Eurysternus mexicanus,0
BC,BC4_SS4,Eurysternus obliteratus,0
BC,BC4_SS4,Onthophagus aff. anthracinus,0
BC,BC4_SS4,Onthophagus aff. belhorinus,0
BC,BC4_SS4,Onthophagus breviconus,0
BC,BC4_SS4,Onthophagus cyanellus,4
BC,BC4_SS4,Onthophagus longimanus,0
BC,BC4_SS4,Onthophagus petenensis,0
BC,BC4_SS4,Onthophagus rhinolophus,0
BC,BC4_SS4,Onthophagus sp.nov. aff. subcancer,0
BC,BC4_SS4,Phanaeus endymion,0
BC,BC4_SS5,Copris laeviceps,0
BC,BC4_SS5,Copris lugubris,0
BC,BC4_SS5,Copris nubilosus,37
BC,BC4_SS5,Copris sp.nov.,0
BC,BC4_SS5,Dichotomius annae,0
BC,BC4_SS5,Dichotomius satanas,0
BC,BC4_SS5,Eurysternus foedus,0
BC,BC4_SS5,Eurysternus magnus,1
BC,BC4_SS5,Eurysternus mexicanus,0
BC,BC4_SS5,Eurysternus obliteratus,0
BC,BC4_SS5,Onthophagus aff. anthracinus,0
BC,BC4_SS5,Onthophagus aff. belhorinus,0
BC,BC4_SS5,Onthophagus breviconus,0
BC,BC4_SS5,Onthophagus cyanellus,1
BC,BC4_SS5,Onthophagus longimanus,0
BC,BC4_SS5,Onthophagus petenensis,0
BC,BC4_SS5,Onthophagus rhinolophus,0
BC,BC4_SS5,Onthophagus sp.nov. aff. subcancer,1
BC,BC4_SS5,Phanaeus endymion,0
BC,BC4_SS6,Copris laeviceps,0
BC,BC4_SS6,Copris lugubris,0
BC,BC4_SS6,Copris nubilosus,31
BC,BC4_SS6,Copris sp.nov.,0
BC,BC4_SS6,Dichotomius annae,0
BC,BC4_SS6,Dichotomius satanas,0
BC,BC4_SS6,Eurysternus foedus,0
BC,BC4_SS6,Eurysternus magnus,1
BC,BC4_SS6,Eurysternus mexicanus,0
BC,BC4_SS6,Eurysternus obliteratus,0
BC,BC4_SS6,Onthophagus aff. anthracinus,0
BC,BC4_SS6,Onthophagus aff. belhorinus,0
BC,BC4_SS6,Onthophagus breviconus,0
BC,BC4_SS6,Onthophagus cyanellus,4
BC,BC4_SS6,Onthophagus longimanus,0
BC,BC4_SS6,Onthophagus petenensis,0
BC,BC4_SS6,Onthophagus rhinolophus,0
BC,BC4_SS6,Onthophagus sp.nov. aff. subcancer,0
BC,BC4_SS6,Phanaeus endymion,0
CA,CA2_SS1,Copris laeviceps,0
CA,CA2_SS1,Copris lugubris,0
CA,CA2_SS1,Copris nubilosus,0
CA,CA2_SS1,Copris sp.nov.,0
CA,CA2_SS1,Dichotomius annae,0
CA,CA2_SS1,Dichotomius satanas,0
CA,CA2_SS1,Eurysternus foedus,0
CA,CA2_SS1,Eurysternus magnus,0
CA,CA2_SS1,Eurysternus mexicanus,0
CA,CA2_SS1,Eurysternus obliteratus,0
CA,CA2_SS1,Onthophagus aff. anthracinus,0
CA,CA2_SS1,Onthophagus aff. belhorinus,0
CA,CA2_SS1,Onthophagus breviconus,0
CA,CA2_SS1,Onthophagus cyanellus,0
CA,CA2_SS1,Onthophagus longimanus,0
CA,CA2_SS1,Onthophagus petenensis,0
CA,CA2_SS1,Onthophagus rhinolophus,0
CA,CA2_SS1,Onthophagus sp.nov. aff. subcancer,4
CA,CA2_SS1,Phanaeus endymion,0
CA,CA2_SS2,Copris laeviceps,0
CA,CA2_SS2,Copris lugubris,0
CA,CA2_SS2,Copris nubilosus,0
CA,CA2_SS2,Copris sp.nov.,0
CA,CA2_SS2,Dichotomius annae,0
CA,CA2_SS2,Dichotomius satanas,0
CA,CA2_SS2,Eurysternus foedus,0
CA,CA2_SS2,Eurysternus magnus,0
CA,CA2_SS2,Eurysternus mexicanus,0
CA,CA2_SS2,Eurysternus obliteratus,0
CA,CA2_SS2,Onthophagus aff. anthracinus,0
CA,CA2_SS2,Onthophagus aff. belhorinus,0
CA,CA2_SS2,Onthophagus breviconus,0
CA,CA2_SS2,Onthophagus cyanellus,1
CA,CA2_SS2,Onthophagus longimanus,0
CA,CA2_SS2,Onthophagus petenensis,0
CA,CA2_SS2,Onthophagus rhinolophus,0
CA,CA2_SS2,Onthophagus sp.nov. aff. subcancer,0
CA,CA2_SS2,Phanaeus endymion,0
CA,CA2_SS3,Copris laeviceps,0
CA,CA2_SS3,Copris lugubris,0
CA,CA2_SS3,Copris nubilosus,0
CA,CA2_SS3,Copris sp.nov.,0
CA,CA2_SS3,Dichotomius annae,0
CA,CA2_SS3,Dichotomius satanas,0
CA,CA2_SS3,Eurysternus foedus,0
CA,CA2_SS3,Eurysternus magnus,0
CA,CA2_SS3,Eurysternus mexicanus,0
CA,CA2_SS3,Eurysternus obliteratus,0
CA,CA2_SS3,Onthophagus aff. anthracinus,0
CA,CA2_SS3,Onthophagus aff. belhorinus,0
CA,CA2_SS3,Onthophagus breviconus,0
CA,CA2_SS3,Onthophagus cyanellus,0
CA,CA2_SS3,Onthophagus longimanus,0
CA,CA2_SS3,Onthophagus petenensis,0
CA,CA2_SS3,Onthophagus rhinolophus,0
CA,CA2_SS3,Onthophagus sp.nov. aff. subcancer,1
CA,CA2_SS3,Phanaeus endymion,0
CA,CA2_SS4,Copris laeviceps,0
CA,CA2_SS4,Copris lugubris,0
CA,CA2_SS4,Copris nubilosus,0
CA,CA2_SS4,Copris sp.nov.,0
CA,CA2_SS4,Dichotomius annae,0
CA,CA2_SS4,Dichotomius satanas,0
CA,CA2_SS4,Eurysternus foedus,0
CA,CA2_SS4,Eurysternus magnus,0
CA,CA2_SS4,Eurysternus mexicanus,0
CA,CA2_SS4,Eurysternus obliteratus,0
CA,CA2_SS4,Onthophagus aff. anthracinus,0
CA,CA2_SS4,Onthophagus aff. belhorinus,0
CA,CA2_SS4,Onthophagus breviconus,0
CA,CA2_SS4,Onthophagus cyanellus,0
CA,CA2_SS4,Onthophagus longimanus,0
CA,CA2_SS4,Onthophagus petenensis,0
CA,CA2_SS4,Onthophagus rhinolophus,0
CA,CA2_SS4,Onthophagus sp.nov. aff. subcancer,1
CA,CA2_SS4,Phanaeus endymion,0
CA,CA2_SS5,Copris laeviceps,0
CA,CA2_SS5,Copris lugubris,0
CA,CA2_SS5,Copris nubilosus,0
CA,CA2_SS5,Copris sp.nov.,0
CA,CA2_SS5,Dichotomius annae,0
CA,CA2_SS5,Dichotomius satanas,0
CA,CA2_SS5,Eurysternus foedus,0
CA,CA2_SS5,Eurysternus magnus,0
CA,CA2_SS5,Eurysternus mexicanus,0
CA,CA2_SS5,Eurysternus obliteratus,0
CA,CA2_SS5,Onthophagus aff. anthracinus,0
CA,CA2_SS5,Onthophagus aff. belhorinus,0
CA,CA2_SS5,Onthophagus breviconus,0
CA,CA2_SS5,Onthophagus cyanellus,0
CA,CA2_SS5,Onthophagus longimanus,0
CA,CA2_SS5,Onthophagus petenensis,0
CA,CA2_SS5,Onthophagus rhinolophus,0
CA,CA2_SS5,Onthophagus sp.nov. aff. subcancer,2
CA,CA2_SS5,Phanaeus endymion,0
CA,CA2_SS6,Copris laeviceps,0
CA,CA2_SS6,Copris lugubris,0
CA,CA2_SS6,Copris nubilosus,0
CA,CA2_SS6,Copris sp.nov.,0
CA,CA2_SS6,Dichotomius annae,0
CA,CA2_SS6,Dichotomius satanas,0
CA,CA2_SS6,Eurysternus foedus,0
CA,CA2_SS6,Eurysternus magnus,0
CA,CA2_SS6,Eurysternus mexicanus,0
CA,CA2_SS6,Eurysternus obliteratus,0
CA,CA2_SS6,Onthophagus aff. anthracinus,0
CA,CA2_SS6,Onthophagus aff. belhorinus,0
CA,CA2_SS6,Onthophagus breviconus,0
CA,CA2_SS6,Onthophagus cyanellus,0
CA,CA2_SS6,Onthophagus longimanus,0
CA,CA2_SS6,Onthophagus petenensis,0
CA,CA2_SS6,Onthophagus rhinolophus,0
CA,CA2_SS6,Onthophagus sp.nov. aff. subcancer,0
CA,CA2_SS6,Phanaeus endymion,0
CA,CA2_SS7,Copris laeviceps,0
CA,CA2_SS7,Copris lugubris,0
CA,CA2_SS7,Copris nubilosus,0
CA,CA2_SS7,Copris sp.nov.,0
CA,CA2_SS7,Dichotomius annae,0
CA,CA2_SS7,Dichotomius satanas,0
CA,CA2_SS7,Eurysternus foedus,0
CA,CA2_SS7,Eurysternus magnus,0
CA,CA2_SS7,Eurysternus mexicanus,0
CA,CA2_SS7,Eurysternus obliteratus,0
CA,CA2_SS7,Onthophagus aff. anthracinus,0
CA,CA2_SS7,Onthophagus aff. belhorinus,0
CA,CA2_SS7,Onthophagus breviconus,0
CA,CA2_SS7,Onthophagus cyanellus,0
CA,CA2_SS7,Onthophagus longimanus,0
CA,CA2_SS7,Onthophagus petenensis,0
CA,CA2_SS7,Onthophagus rhinolophus,0
CA,CA2_SS7,Onthophagus sp.nov. aff. subcancer,2
CA,CA2_SS7,Phanaeus endymion,0
CA,CA3_SS1,Copris laeviceps,0
CA,CA3_SS1,Copris lugubris,0
CA,CA3_SS1,Copris nubilosus,0
CA,CA3_SS1,Copris sp.nov.,0
CA,CA3_SS1,Dichotomius annae,0
CA,CA3_SS1,Dichotomius satanas,0
CA,CA3_SS1,Eurysternus foedus,0
CA,CA3_SS1,Eurysternus magnus,0
CA,CA3_SS1,Eurysternus mexicanus,0
CA,CA3_SS1,Eurysternus obliteratus,0
CA,CA3_SS1,Onthophagus aff. anthracinus,0
CA,CA3_SS1,Onthophagus aff. belhorinus,0
CA,CA3_SS1,Onthophagus breviconus,0
CA,CA3_SS1,Onthophagus cyanellus,0
CA,CA3_SS1,Onthophagus longimanus,0
CA,CA3_SS1,Onthophagus petenensis,0
CA,CA3_SS1,Onthophagus rhinolophus,0
CA,CA3_SS1,Onthophagus sp.nov. aff. subcancer,6
CA,CA3_SS1,Phanaeus endymion,0
CA,CA3_SS2,Copris laeviceps,0
CA,CA3_SS2,Copris lugubris,0
CA,CA3_SS2,Copris nubilosus,0
CA,CA3_SS2,Copris sp.nov.,0
CA,CA3_SS2,Dichotomius annae,0
CA,CA3_SS2,Dichotomius satanas,0
CA,CA3_SS2,Eurysternus foedus,0
CA,CA3_SS2,Eurysternus magnus,0
CA,CA3_SS2,Eurysternus mexicanus,0
CA,CA3_SS2,Eurysternus obliteratus,0
CA,CA3_SS2,Onthophagus aff. anthracinus,0
CA,CA3_SS2,Onthophagus aff. belhorinus,0
CA,CA3_SS2,Onthophagus breviconus,0
CA,CA3_SS2,Onthophagus cyanellus,0
CA,CA3_SS2,Onthophagus longimanus,0
CA,CA3_SS2,Onthophagus petenensis,0
CA,CA3_SS2,Onthophagus rhinolophus,0
CA,CA3_SS2,Onthophagus sp.nov. aff. subcancer,14
CA,CA3_SS2,Phanaeus endymion,0
CA,CA3_SS3,Copris laeviceps,0
CA,CA3_SS3,Copris lugubris,0
CA,CA3_SS3,Copris nubilosus,1
CA,CA3_SS3,Copris sp.nov.,0
CA,CA3_SS3,Dichotomius annae,0
CA,CA3_SS3,Dichotomius satanas,0
CA,CA3_SS3,Eurysternus foedus,0
CA,CA3_SS3,Eurysternus magnus,0
CA,CA3_SS3,Eurysternus mexicanus,0
CA,CA3_SS3,Eurysternus obliteratus,0
CA,CA3_SS3,Onthophagus aff. anthracinus,0
CA,CA3_SS3,Onthophagus aff. belhorinus,0
CA,CA3_SS3,Onthophagus breviconus,0
CA,CA3_SS3,Onthophagus cyanellus,0
CA,CA3_SS3,Onthophagus longimanus,0
CA,CA3_SS3,Onthophagus petenensis,0
CA,CA3_SS3,Onthophagus rhinolophus,0
CA,CA3_SS3,Onthophagus sp.nov. aff. subcancer,7
CA,CA3_SS3,Phanaeus endymion,0
CA,CA4_SS1,Copris laeviceps,0
CA,CA4_SS1,Copris lugubris,0
CA,CA4_SS1,Copris nubilosus,2
CA,CA4_SS1,Copris sp.nov.,0
CA,CA4_SS1,Dichotomius annae,0
CA,CA4_SS1,Dichotomius satanas,0
CA,CA4_SS1,Eurysternus foedus,0
CA,CA4_SS1,Eurysternus magnus,0
CA,CA4_SS1,Eurysternus mexicanus,0
CA,CA4_SS1,Eurysternus obliteratus,0
CA,CA4_SS1,Onthophagus aff. anthracinus,0
CA,CA4_SS1,Onthophagus aff. belhorinus,0
CA,CA4_SS1,Onthophagus breviconus,0
CA,CA4_SS1,Onthophagus cyanellus,0
CA,CA4_SS1,Onthophagus longimanus,0
CA,CA4_SS1,Onthophagus petenensis,0
CA,CA4_SS1,Onthophagus rhinolophus,0
CA,CA4_SS1,Onthophagus sp.nov. aff. subcancer,2
CA,CA4_SS1,Phanaeus endymion,0
CA,CA4_SS2,Copris laeviceps,0
CA,CA4_SS2,Copris lugubris,0
CA,CA4_SS2,Copris nubilosus,11
CA,CA4_SS2,Copris sp.nov.,0
CA,CA4_SS2,Dichotomius annae,0
CA,CA4_SS2,Dichotomius satanas,0
CA,CA4_SS2,Eurysternus foedus,0
CA,CA4_SS2,Eurysternus magnus,0
CA,CA4_SS2,Eurysternus mexicanus,0
CA,CA4_SS2,Eurysternus obliteratus,0
CA,CA4_SS2,Onthophagus aff. anthracinus,0
CA,CA4_SS2,Onthophagus aff. belhorinus,0
CA,CA4_SS2,Onthophagus breviconus,0
CA,CA4_SS2,Onthophagus cyanellus,0
CA,CA4_SS2,Onthophagus longimanus,0
CA,CA4_SS2,Onthophagus petenensis,0
CA,CA4_SS2,Onthophagus rhinolophus,0
CA,CA4_SS2,Onthophagus sp.nov. aff. subcancer,1
CA,CA4_SS2,Phanaeus endymion,0
CA,CA4_SS3,Copris laeviceps,0
CA,CA4_SS3,Copris lugubris,0
CA,CA4_SS3,Copris nubilosus,10
CA,CA4_SS3,Copris sp.nov.,0
CA,CA4_SS3,Dichotomius annae,0
CA,CA4_SS3,Dichotomius satanas,0
CA,CA4_SS3,Eurysternus foedus,0
CA,CA4_SS3,Eurysternus magnus,0
CA,CA4_SS3,Eurysternus mexicanus,0
CA,CA4_SS3,Eurysternus obliteratus,0
CA,CA4_SS3,Onthophagus aff. anthracinus,0
CA,CA4_SS3,Onthophagus aff. belhorinus,0
CA,CA4_SS3,Onthophagus breviconus,0
CA,CA4_SS3,Onthophagus cyanellus,0
CA,CA4_SS3,Onthophagus longimanus,0
CA,CA4_SS3,Onthophagus petenensis,0
CA,CA4_SS3,Onthophagus rhinolophus,0
CA,CA4_SS3,Onthophagus sp.nov. aff. subcancer,0
CA,CA4_SS3,Phanaeus endymion,0
CA,CA4_SS4,Copris laeviceps,0
CA,CA4_SS4,Copris lugubris,0
CA,CA4_SS4,Copris nubilosus,3
CA,CA4_SS4,Copris sp.nov.,0
CA,CA4_SS4,Dichotomius annae,0
CA,CA4_SS4,Dichotomius satanas,0
CA,CA4_SS4,Eurysternus foedus,0
CA,CA4_SS4,Eurysternus magnus,0
CA,CA4_SS4,Eurysternus mexicanus,0
CA,CA4_SS4,Eurysternus obliteratus,0
CA,CA4_SS4,Onthophagus aff. anthracinus,0
CA,CA4_SS4,Onthophagus aff. belhorinus,0
CA,CA4_SS4,Onthophagus breviconus,0
CA,CA4_SS4,Onthophagus cyanellus,0
CA,CA4_SS4,Onthophagus longimanus,0
CA,CA4_SS4,Onthophagus petenensis,0
CA,CA4_SS4,Onthophagus rhinolophus,0
CA,CA4_SS4,Onthophagus sp.nov. aff. subcancer,3
CA,CA4_SS4,Phanaeus endymion,0
CA,CA5_SS1,Copris laeviceps,0
CA,CA5_SS1,Copris lugubris,0
CA,CA5_SS1,Copris nubilosus,3
CA,CA5_SS1,Copris sp.nov.,0
CA,CA5_SS1,Dichotomius annae,0
CA,CA5_SS1,Dichotomius satanas,0
CA,CA5_SS1,Eurysternus foedus,0
CA,CA5_SS1,Eurysternus magnus,0
CA,CA5_SS1,Eurysternus mexicanus,0
CA,CA5_SS1,Eurysternus obliteratus,0
CA,CA5_SS1,Onthophagus aff. anthracinus,0
CA,CA5_SS1,Onthophagus aff. belhorinus,0
CA,CA5_SS1,Onthophagus breviconus,0
CA,CA5_SS1,Onthophagus cyanellus,0
CA,CA5_SS1,Onthophagus longimanus,0
CA,CA5_SS1,Onthophagus petenensis,0
CA,CA5_SS1,Onthophagus rhinolophus,0
CA,CA5_SS1,Onthophagus sp.nov. aff. subcancer,1
CA,CA5_SS1,Phanaeus endymion,0
CA,CA5_SS2,Copris laeviceps,0
CA,CA5_SS2,Copris lugubris,0
CA,CA5_SS2,Copris nubilosus,3
CA,CA5_SS2,Copris sp.nov.,0
CA,CA5_SS2,Dichotomius annae,0
CA,CA5_SS2,Dichotomius satanas,0
CA,CA5_SS2,Eurysternus foedus,0
CA,CA5_SS2,Eurysternus magnus,0
CA,CA5_SS2,Eurysternus mexicanus,0
CA,CA5_SS2,Eurysternus obliteratus,0
CA,CA5_SS2,Onthophagus aff. anthracinus,0
CA,CA5_SS2,Onthophagus aff. belhorinus,0
CA,CA5_SS2,Onthophagus breviconus,0
CA,CA5_SS2,Onthophagus cyanellus,0
CA,CA5_SS2,Onthophagus longimanus,0
CA,CA5_SS2,Onthophagus petenensis,0
CA,CA5_SS2,Onthophagus rhinolophus,0
CA,CA5_SS2,Onthophagus sp.nov. aff. subcancer,0
CA,CA5_SS2,Phanaeus endymion,0
CA,CA5_SS3,Copris laeviceps,0
CA,CA5_SS3,Copris lugubris,0
CA,CA5_SS3,Copris nubilosus,3
CA,CA5_SS3,Copris sp.nov.,0
CA,CA5_SS3,Dichotomius annae,0
CA,CA5_SS3,Dichotomius satanas,0
CA,CA5_SS3,Eurysternus foedus,0
CA,CA5_SS3,Eurysternus magnus,0
CA,CA5_SS3,Eurysternus mexicanus,0
CA,CA5_SS3,Eurysternus obliteratus,0
CA,CA5_SS3,Onthophagus aff. anthracinus,0
CA,CA5_SS3,Onthophagus aff. belhorinus,0
CA,CA5_SS3,Onthophagus breviconus,0
CA,CA5_SS3,Onthophagus cyanellus,0
CA,CA5_SS3,Onthophagus longimanus,0
CA,CA5_SS3,Onthophagus petenensis,0
CA,CA5_SS3,Onthophagus rhinolophus,0
CA,CA5_SS3,Onthophagus sp.nov. aff. subcancer,4
CA,CA5_SS3,Phanaeus endymion,0
CA,CA5_SS4,Copris laeviceps,0
CA,CA5_SS4,Copris lugubris,0
CA,CA5_SS4,Copris nubilosus,1
CA,CA5_SS4,Copris sp.nov.,0
CA,CA5_SS4,Dichotomius annae,0
CA,CA5_SS4,Dichotomius satanas,0
CA,CA5_SS4,Eurysternus foedus,0
CA,CA5_SS4,Eurysternus magnus,0
CA,CA5_SS4,Eurysternus mexicanus,0
CA,CA5_SS4,Eurysternus obliteratus,0
CA,CA5_SS4,Onthophagus aff. anthracinus,0
CA,CA5_SS4,Onthophagus aff. belhorinus,0
CA,CA5_SS4,Onthophagus breviconus,0
CA,CA5_SS4,Onthophagus cyanellus,0
CA,CA5_SS4,Onthophagus longimanus,0
CA,CA5_SS4,Onthophagus petenensis,0
CA,CA5_SS4,Onthophagus rhinolophus,0
CA,CA5_SS4,Onthophagus sp.nov. aff. subcancer,0
CA,CA5_SS4,Phanaeus endymion,0
CA,CA5_SS5,Copris laeviceps,0
CA,CA5_SS5,Copris lugubris,0
CA,CA5_SS5,Copris nubilosus,4
CA,CA5_SS5,Copris sp.nov.,0
CA,CA5_SS5,Dichotomius annae,0
CA,CA5_SS5,Dichotomius satanas,0
CA,CA5_SS5,Eurysternus foedus,0
CA,CA5_SS5,Eurysternus magnus,0
CA,CA5_SS5,Eurysternus mexicanus,0
CA,CA5_SS5,Eurysternus obliteratus,0
CA,CA5_SS5,Onthophagus aff. anthracinus,0
CA,CA5_SS5,Onthophagus aff. belhorinus,0
CA,CA5_SS5,Onthophagus breviconus,0
CA,CA5_SS5,Onthophagus cyanellus,0
CA,CA5_SS5,Onthophagus longimanus,0
CA,CA5_SS5,Onthophagus petenensis,0
CA,CA5_SS5,Onthophagus rhinolophus,0
CA,CA5_SS5,Onthophagus sp.nov. aff. subcancer,1
CA,CA5_SS5,Phanaeus endymion,0
CA,CA5_SS6,Copris laeviceps,0
CA,CA5_SS6,Copris lugubris,0
CA,CA5_SS6,Copris nubilosus,6
CA,CA5_SS6,Copris sp.nov.,0
CA,CA5_SS6,Dichotomius annae,0
CA,CA5_SS6,Dichotomius satanas,0
CA,CA5_SS6,Eurysternus foedus,0
CA,CA5_SS6,Eurysternus magnus,0
CA,CA5_SS6,Eurysternus mexicanus,0
CA,CA5_SS6,Eurysternus obliteratus,0
CA,CA5_SS6,Onthophagus aff. anthracinus,0
CA,CA5_SS6,Onthophagus aff. belhorinus,0
CA,CA5_SS6,Onthophagus breviconus,0
CA,CA5_SS6,Onthophagus cyanellus,0
CA,CA5_SS6,Onthophagus longimanus,0
CA,CA5_SS6,Onthophagus petenensis,0
CA,CA5_SS6,Onthophagus rhinolophus,0
CA,CA5_SS6,Onthophagus sp.nov. aff. subcancer,1
CA,CA5_SS6,Phanaeus endymion,0
CA,CA5_SS7,Copris laeviceps,0
CA,CA5_SS7,Copris lugubris,0
CA,CA5_SS7,Copris nubilosus,6
